Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-08 04:31:57,0.0,4.16323,-1.32557,23.13488,0.0
2018-11-08 04:31:57,0.0,4.15008,-1.52735,23.13488,-4e-05
2018-11-08 04:31:57,0.0,4.14435,-1.60141,23.13488,-8e-05
2018-11-08 04:31:57,0.0,4.14233,-1.61929,23.13488,-0.00013
2018-11-08 04:31:57,0.0,4.14149,-1.6244,23.13488,-0.00017
2018-11-08 04:31:57,0.0,4.14081,-1.62695,23.13488,-0.00022
2018-11-08 04:31:57,0.0,4.14031,-1.62951,23.13488,-0.00026
2018-11-08 04:31:57,0.0,4.1398,-1.62951,23.13488,-0.00031
2018-11-08 04:31:57,0.0,4.13946,-1.62951,23.13488,-0.00035
2018-11-08 04:31:57,0.0,4.13913,-1.62951,23.13488,-0.0004
2018-11-08 04:31:58,0.016666666666666666,4.13896,-1.6244,23.13488,-0.00044
2018-11-08 04:31:58,0.016666666666666666,4.13862,-1.62185,23.13488,-0.00049
2018-11-08 04:31:58,0.016666666666666666,4.13845,-1.62185,23.13488,-0.00053
2018-11-08 04:31:58,0.016666666666666666,4.13812,-1.62185,23.02972,-0.00058
2018-11-08 04:31:58,0.016666666666666666,4.13795,-1.62185,23.02972,-0.00062
2018-11-08 04:31:58,0.016666666666666666,4.13761,-1.62185,23.02972,-0.00067
2018-11-08 04:31:58,0.016666666666666666,4.13744,-1.62185,23.02972,-0.00071
2018-11-08 04:31:58,0.016666666666666666,4.13711,-1.62185,23.02972,-0.00076
2018-11-08 04:31:58,0.016666666666666666,4.13694,-1.62185,23.02972,-0.0008
2018-11-08 04:31:58,0.016666666666666666,4.1366,-1.62185,23.02972,-0.00085
2018-11-08 04:31:59,0.03333333333333333,4.14048,-1.43795,23.02972,-0.00089
2018-11-08 04:31:59,0.03333333333333333,4.14334,-1.32813,23.02972,-0.00093
2018-11-08 04:31:59,0.03333333333333333,4.14435,-1.29492,23.02972,-0.00097
2018-11-08 04:31:59,0.03333333333333333,4.14452,-1.28471,23.02972,-0.001
2018-11-08 04:31:59,0.03333333333333333,4.14452,-1.28215,23.02972,-0.00104
2018-11-08 04:31:59,0.03333333333333333,4.14435,-1.28215,23.02972,-0.00108
2018-11-08 04:31:59,0.03333333333333333,4.14435,-1.28215,23.02972,-0.00111
2018-11-08 04:31:59,0.03333333333333333,4.14418,-1.28215,23.02972,-0.00115
