Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-30 19:02:42,0.0,4.18632,-0.04597,-0.63095,-0.0
2018-11-30 19:02:42,0.0,4.18396,-0.07918,-0.63095,-0.0
2018-11-30 19:02:42,0.0,4.18262,-0.08939,-0.63095,-0.0
2018-11-30 19:02:43,0.016666666666666666,4.18144,-0.0945,-0.63095,-1e-05
2018-11-30 19:02:43,0.016666666666666666,4.18076,-0.0945,-0.63095,-1e-05
2018-11-30 19:02:43,0.016666666666666666,4.18009,-0.0945,-0.63095,-1e-05
2018-11-30 19:02:43,0.016666666666666666,4.17958,-0.0945,-0.63095,-1e-05
2018-11-30 19:02:43,0.016666666666666666,4.17908,-0.09706,-0.63095,-2e-05
2018-11-30 19:02:43,0.016666666666666666,4.17874,-0.0945,-0.63095,-2e-05
2018-11-30 19:02:43,0.016666666666666666,4.17857,-0.09706,-0.63095,-2e-05
2018-11-30 19:02:43,0.016666666666666666,4.17823,-0.09706,-0.63095,-3e-05
2018-11-30 19:02:43,0.016666666666666666,4.17806,-0.0945,-0.63095,-3e-05
2018-11-30 19:02:43,0.016666666666666666,4.1779,-0.09706,-0.63095,-3e-05
2018-11-30 19:02:44,0.03333333333333333,4.17773,-0.0945,-0.63095,-3e-05
2018-11-30 19:02:44,0.03333333333333333,4.17773,-0.0945,-0.63095,-4e-05
2018-11-30 19:02:44,0.03333333333333333,4.17756,-0.09706,-0.63095,-4e-05
2018-11-30 19:02:44,0.03333333333333333,4.17756,-0.0945,-0.63095,-4e-05
2018-11-30 19:02:44,0.03333333333333333,4.17739,-0.0945,-0.63095,-4e-05
2018-11-30 19:02:44,0.03333333333333333,4.17739,-0.0945,-0.63095,-5e-05
2018-11-30 19:02:44,0.03333333333333333,4.17722,-0.09706,-0.63095,-5e-05
2018-11-30 19:02:44,0.03333333333333333,4.17722,-0.0945,-0.63095,-5e-05
2018-11-30 19:02:44,0.03333333333333333,4.17722,-0.0945,-0.63095,-5e-05
2018-11-30 19:02:44,0.03333333333333333,4.17722,-0.0945,-0.63095,-6e-05
2018-11-30 19:02:45,0.05,4.17705,-0.0945,-0.63095,-6e-05
2018-11-30 19:02:45,0.05,4.17705,-0.09706,-0.63095,-6e-05
2018-11-30 19:02:45,0.05,4.17705,-0.09706,-0.63095,-7e-05
2018-11-30 19:02:45,0.05,4.17705,-0.0945,-0.63095,-7e-05
2018-11-30 19:02:45,0.05,4.17688,-0.0945,-0.63095,-7e-05
2018-11-30 19:02:45,0.05,4.17688,-0.0945,-0.63095,-7e-05
2018-11-30 19:02:45,0.05,4.17688,-0.0945,-0.63095,-8e-05
2018-11-30 19:02:45,0.05,4.17688,-0.09706,-0.63095,-8e-05
2018-11-30 19:02:45,0.05,4.17688,-0.0945,-0.63095,-8e-05
2018-11-30 19:02:45,0.05,4.17688,-0.09706,-0.63095,-8e-05
2018-11-30 19:02:46,0.06666666666666667,4.17672,-0.09706,-0.63095,-9e-05
2018-11-30 19:02:46,0.06666666666666667,4.17672,-0.0945,-0.63095,-9e-05
2018-11-30 19:02:46,0.06666666666666667,4.17672,-0.09706,-0.63095,-9e-05
2018-11-30 19:02:46,0.06666666666666667,4.17672,-0.09706,-0.63095,-9e-05
2018-11-30 19:02:46,0.06666666666666667,4.17672,-0.09706,-0.63095,-0.0001
2018-11-30 19:02:46,0.06666666666666667,4.17672,-0.09706,-0.63095,-0.0001
2018-11-30 19:02:46,0.06666666666666667,4.17672,-0.0945,-0.63095,-0.0001
2018-11-30 19:02:46,0.06666666666666667,4.17655,-0.09706,-0.63095,-0.0001
2018-11-30 19:02:46,0.06666666666666667,4.17655,-0.0945,-0.63095,-0.00011
2018-11-30 19:02:46,0.06666666666666667,4.17655,-0.0945,-0.63095,-0.00011
2018-11-30 19:02:47,0.08333333333333333,4.17655,-0.09706,-0.63095,-0.00011
2018-11-30 19:02:47,0.08333333333333333,4.17655,-0.0945,-0.63095,-0.00012
2018-11-30 19:02:47,0.08333333333333333,4.17655,-0.0945,-0.63095,-0.00012
2018-11-30 19:02:47,0.08333333333333333,4.17655,-0.0945,-0.63095,-0.00012
2018-11-30 19:02:47,0.08333333333333333,4.17655,-0.09706,-0.63095,-0.00012
2018-11-30 19:02:47,0.08333333333333333,4.17638,-0.09706,-0.63095,-0.00013
2018-11-30 19:02:47,0.08333333333333333,4.17638,-0.0945,-0.63095,-0.00013
2018-11-30 19:02:47,0.08333333333333333,4.17638,-0.0945,-0.63095,-0.00013
2018-11-30 19:02:47,0.08333333333333333,4.17638,-0.0945,-0.63095,-0.00013
2018-11-30 19:02:47,0.08333333333333333,4.17638,-0.0945,-0.63095,-0.00014
2018-11-30 19:02:48,0.1,4.17638,-0.09706,-0.63095,-0.00014
2018-11-30 19:02:48,0.1,4.17638,-0.0945,-0.63095,-0.00014
2018-11-30 19:02:48,0.1,4.17638,-0.0945,-0.63095,-0.00014
2018-11-30 19:02:48,0.1,4.17638,-0.09706,-0.63095,-0.00015
2018-11-30 19:02:48,0.1,4.17638,-0.0945,-0.63095,-0.00015
2018-11-30 19:02:48,0.1,4.17621,-0.09706,-0.63095,-0.00015
2018-11-30 19:02:48,0.1,4.17621,-0.0945,-0.63095,-0.00016
2018-11-30 19:02:48,0.1,4.17621,-0.09706,-0.63095,-0.00016
2018-11-30 19:02:48,0.1,4.17604,-0.09706,-0.63095,-0.00016
2018-11-30 19:02:48,0.1,4.17604,-0.09706,-0.63095,-0.00016
2018-11-30 19:02:49,0.11666666666666667,4.17604,-0.09706,-0.63095,-0.00017
2018-11-30 19:02:49,0.11666666666666667,4.17604,-0.09706,-0.63095,-0.00017
2018-11-30 19:02:49,0.11666666666666667,4.17587,-0.09706,-0.63095,-0.00017
