Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-12-26 09:11:17,0.0,4.18396,-0.03576,-19.98012,-0.0
2018-12-26 09:11:17,0.0,4.17773,-0.07918,-19.98012,-0.0
2018-12-26 09:11:17,0.0,4.17402,-0.09195,-19.98012,-0.0
2018-12-26 09:11:17,0.0,4.17166,-0.0945,-19.98012,-1e-05
2018-12-26 09:11:17,0.0,4.16947,-0.0945,-19.98012,-1e-05
2018-12-26 09:11:17,0.0,4.16778,-0.0945,-19.98012,-1e-05
2018-12-26 09:11:17,0.0,4.1661,-0.0945,-19.98012,-1e-05
2018-12-26 09:11:17,0.0,4.16458,-0.0945,-19.98012,-2e-05
2018-12-26 09:11:17,0.0,4.16289,-0.09706,-19.98012,-2e-05
2018-12-26 09:11:17,0.0,4.16155,-0.0945,-19.98012,-2e-05
2018-12-26 09:11:18,0.016666666666666666,4.16003,-0.0945,-19.98012,-3e-05
2018-12-26 09:11:18,0.016666666666666666,4.15868,-0.09706,-19.98012,-3e-05
2018-12-26 09:11:18,0.016666666666666666,4.15733,-0.09706,-19.98012,-3e-05
2018-12-26 09:11:18,0.016666666666666666,4.15598,-0.0945,-19.98012,-3e-05
2018-12-26 09:11:18,0.016666666666666666,4.1548,-0.09706,-19.98012,-4e-05
2018-12-26 09:11:18,0.016666666666666666,4.15346,-0.09706,-19.98012,-4e-05
2018-12-26 09:11:18,0.016666666666666666,4.15244,-0.09706,-19.98012,-4e-05
2018-12-26 09:11:18,0.016666666666666666,4.15143,-0.0945,-19.98012,-4e-05
2018-12-26 09:11:18,0.016666666666666666,4.15025,-0.09706,-19.98012,-5e-05
2018-12-26 09:11:18,0.016666666666666666,4.14924,-0.0945,-19.98012,-5e-05
2018-12-26 09:11:19,0.03333333333333333,4.14806,-0.09706,-19.98012,-5e-05
2018-12-26 09:11:19,0.03333333333333333,4.14705,-0.09706,-19.98012,-5e-05
2018-12-26 09:11:19,0.03333333333333333,4.14621,-0.0945,-19.98012,-6e-05
