Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-12-25 01:31:22,0.0,4.18363,-0.03831,-19.7698,-0.0
2018-12-25 01:31:22,0.0,4.17739,-0.07918,-19.7698,-0.0
2018-12-25 01:31:22,0.0,4.17351,-0.09195,-19.7698,-0.0
2018-12-25 01:31:22,0.0,4.17132,-0.0945,-19.7698,-1e-05
2018-12-25 01:31:22,0.0,4.1693,-0.0945,-19.7698,-1e-05
2018-12-25 01:31:22,0.0,4.16761,-0.0945,-19.7698,-1e-05
2018-12-25 01:31:22,0.0,4.16593,-0.09706,-19.7698,-2e-05
2018-12-25 01:31:22,0.0,4.16424,-0.0945,-19.7698,-2e-05
2018-12-25 01:31:22,0.0,4.16289,-0.0945,-19.7698,-2e-05
2018-12-25 01:31:22,0.0,4.16138,-0.09706,-19.7698,-2e-05
2018-12-25 01:31:23,0.016666666666666666,4.16003,-0.09706,-19.7698,-3e-05
2018-12-25 01:31:23,0.016666666666666666,4.15868,-0.09706,-19.7698,-3e-05
2018-12-25 01:31:23,0.016666666666666666,4.15733,-0.09706,-19.7698,-3e-05
2018-12-25 01:31:23,0.016666666666666666,4.15598,-0.09706,-19.7698,-3e-05
2018-12-25 01:31:23,0.016666666666666666,4.15464,-0.0945,-19.7698,-4e-05
2018-12-25 01:31:23,0.016666666666666666,4.15362,-0.09706,-19.7698,-4e-05
2018-12-25 01:31:23,0.016666666666666666,4.15244,-0.09706,-19.7698,-4e-05
2018-12-25 01:31:23,0.016666666666666666,4.15126,-0.0945,-19.7698,-4e-05
2018-12-25 01:31:23,0.016666666666666666,4.15042,-0.09706,-19.7698,-5e-05
2018-12-25 01:31:23,0.016666666666666666,4.14924,-0.09706,-19.7698,-5e-05
2018-12-25 01:31:24,0.03333333333333333,4.1484,-0.09706,-19.7698,-5e-05
2018-12-25 01:31:24,0.03333333333333333,4.14722,-0.0945,-19.7698,-6e-05
2018-12-25 01:31:24,0.03333333333333333,4.14638,-0.0945,-19.7698,-6e-05
2018-12-25 01:31:24,0.03333333333333333,4.14553,-0.09706,-19.7698,-6e-05
2018-12-25 01:31:24,0.03333333333333333,4.14452,-0.09706,-19.7698,-6e-05
2018-12-25 01:31:24,0.03333333333333333,4.14368,-0.09706,-19.7698,-7e-05
2018-12-25 01:31:24,0.03333333333333333,4.14284,-0.09706,-19.7698,-7e-05
2018-12-25 01:31:24,0.03333333333333333,4.14199,-0.0945,-19.7698,-7e-05
2018-12-25 01:31:24,0.03333333333333333,4.14132,-0.09706,-19.7698,-7e-05
2018-12-25 01:31:24,0.03333333333333333,4.14048,-0.09706,-19.7698,-8e-05
2018-12-25 01:31:25,0.05,4.1398,-0.09706,-19.7698,-8e-05
2018-12-25 01:31:25,0.05,4.13896,-0.0945,-19.7698,-8e-05
2018-12-25 01:31:25,0.05,4.13829,-0.09706,-19.7698,-8e-05
2018-12-25 01:31:25,0.05,4.13761,-0.09706,-19.7698,-9e-05
2018-12-25 01:31:25,0.05,4.13694,-0.09706,-19.7698,-9e-05
2018-12-25 01:31:25,0.05,4.13643,-0.09706,-19.7698,-9e-05
2018-12-25 01:31:25,0.05,4.13576,-0.0945,-19.7698,-0.0001
2018-12-25 01:31:25,0.05,4.13525,-0.0945,-19.7698,-0.0001
2018-12-25 01:31:25,0.05,4.13458,-0.09706,-19.7698,-0.0001
2018-12-25 01:31:25,0.05,4.13407,-0.09706,-19.7698,-0.0001
2018-12-25 01:31:26,0.06666666666666667,4.1334,-0.09706,-19.7698,-0.00011
2018-12-25 01:31:26,0.06666666666666667,4.13289,-0.09706,-19.7698,-0.00011
2018-12-25 01:31:26,0.06666666666666667,4.13239,-0.09706,-19.7698,-0.00011
2018-12-25 01:31:26,0.06666666666666667,4.13188,-0.09706,-19.7698,-0.00011
2018-12-25 01:31:26,0.06666666666666667,4.13137,-0.0945,-19.7698,-0.00012
2018-12-25 01:31:26,0.06666666666666667,4.13104,-0.09706,-19.7698,-0.00012
2018-12-25 01:31:26,0.06666666666666667,4.13053,-0.09706,-19.7698,-0.00012
2018-12-25 01:31:26,0.06666666666666667,4.13003,-0.09706,-19.7698,-0.00012
2018-12-25 01:31:26,0.06666666666666667,4.12969,-0.09706,-19.7698,-0.00013
2018-12-25 01:31:26,0.06666666666666667,4.12935,-0.0945,-19.7698,-0.00013
2018-12-25 01:31:27,0.08333333333333333,4.12885,-0.0945,-19.7698,-0.00013
2018-12-25 01:31:27,0.08333333333333333,4.12851,-0.09706,-19.7698,-0.00014
2018-12-25 01:31:27,0.08333333333333333,4.12817,-0.09706,-19.7698,-0.00014
2018-12-25 01:31:27,0.08333333333333333,4.12767,-0.0945,-19.7698,-0.00014
2018-12-25 01:31:27,0.08333333333333333,4.12733,-0.09706,-19.7698,-0.00014
2018-12-25 01:31:27,0.08333333333333333,4.12699,-0.09706,-19.7698,-0.00015
2018-12-25 01:31:27,0.08333333333333333,4.12665,-0.09706,-19.7698,-0.00015
2018-12-25 01:31:27,0.08333333333333333,4.12632,-0.09706,-19.7698,-0.00015
2018-12-25 01:31:27,0.08333333333333333,4.12598,-0.09706,-19.7698,-0.00015
2018-12-25 01:31:27,0.08333333333333333,4.12581,-0.09706,-19.7698,-0.00016
2018-12-25 01:31:28,0.1,4.12531,-0.09706,-19.7698,-0.00016
2018-12-25 01:31:28,0.1,4.12497,-0.09706,-19.7698,-0.00016
2018-12-25 01:31:28,0.1,4.12446,-0.09706,-19.7698,-0.00016
2018-12-25 01:31:28,0.1,4.12413,-0.09961,-19.7698,-0.00017
2018-12-25 01:31:28,0.1,4.12396,-0.09961,-19.7698,-0.00017
2018-12-25 01:31:28,0.1,4.12362,-0.09706,-19.7698,-0.00017
2018-12-25 01:31:28,0.1,4.12328,-0.09961,-19.7698,-0.00018
2018-12-25 01:31:28,0.1,4.12295,-0.09961,-19.7698,-0.00018
2018-12-25 01:31:28,0.1,4.12261,-0.09706,-19.7698,-0.00018
2018-12-25 01:31:28,0.1,4.12244,-0.09961,-19.7698,-0.00018
2018-12-25 01:31:29,0.11666666666666667,4.1216,-0.10472,-19.7698,-0.00019
